pid;Bedroom;FullBath;HalfBath;Exter Cond;Exter Qual;Heating QC;Kitchen Qual;MS Zoning;pid_1;Roof Style;Roof Matl;Exterior 1st;Exterior 2nd;Mas Vnr Type;Mas Vnr Area;foundation;heating;Central Air;electrical;1st Flr SF;2nd Flr SF;Low Qual Fin SF;Kitchen AbvGr;TotRms AbvGrd;functional;fireplaces;Fireplace Qu;Paved Drive;Wood Deck SF;Open Porch SF;Enclosed Porch;3Ssn Porch;Screen Porch;fence;MS SubClass;Gr Liv Area;description;code;id;description_1;code_1;pid_1_1;Sale Date;Sale Type;Sale Condition;saleprice
535150300;4;2;0;2;2;2;2;6;535150300;Gable  ;CompShg;Stucco ;Stucco ;None   ;0;PConc ;GasA ;Y;SBrkr;1360;1360;392;1;8;Typ ;1;Ex;Y;0;16;552;0;0;GdPrv;75;2720;;;6;Residential Low Density      ;RL     ;535150300;2006/03/11 00:00:00.000000000;WD   ;Abnorml;235000
535151020;2;1;0;3;3;3;2;6;535151020;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;CBlock;GasA ;Y;SBrkr;936;0;0;1;4;Typ ;0;NA;Y;0;0;0;219;0;NA   ;20;936;;;6;Residential Low Density      ;RL     ;535151020;2007/09/10 00:00:00.000000000;WD   ;Normal ;141000
535151040;3;1;0;3;2;3;3;6;535151040;Gable  ;CompShg;Wd Sdng;Wd Sdng;BrkFace;164;CBlock;GasA ;Y;SBrkr;1144;0;0;1;6;Typ ;0;NA;Y;257;0;0;0;0;NA   ;20;1144;;;6;Residential Low Density      ;RL     ;535151040;2009/06/17 00:00:00.000000000;WD   ;Normal ;150000
535151080;2;1;0;3;3;3;3;6;535151080;Hip    ;CompShg;MetalSd;MetalSd;BrkFace;332;CBlock;GasA ;Y;SBrkr;1008;0;0;1;5;Typ ;0;NA;Y;0;0;0;0;0;NA   ;20;1008;;;6;Residential Low Density      ;RL     ;535151080;2006/10/25 00:00:00.000000000;WD   ;Normal ;135000
535151100;3;1;0;3;3;1;4;6;535151100;Gable  ;CompShg;Wd Sdng;Wd Sdng;BrkCmn ;54;CBlock;GasA ;Y;SBrkr;1008;0;0;1;6;Typ ;0;NA;Y;0;0;0;0;0;NA   ;20;1008;;;6;Residential Low Density      ;RL     ;535151100;2007/12/17 00:00:00.000000000;WD   ;Normal ;131000
535151110;3;1;0;3;3;2;2;6;535151110;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;1053;0;0;1;6;Typ ;0;NA;Y;240;0;0;0;109;NA   ;20;1053;;;6;Residential Low Density      ;RL     ;535151110;2007/07/19 00:00:00.000000000;WD   ;Normal ;142100
535151130;3;1;0;3;3;3;3;6;535151130;Hip    ;CompShg;Wd Sdng;Wd Sdng;BrkFace;120;CBlock;GasA ;Y;SBrkr;1190;0;0;1;6;Typ ;0;NA;Y;0;18;0;0;0;GdWo ;90;1190;;;6;Residential Low Density      ;RL     ;535151130;2006/05/22 00:00:00.000000000;WD   ;Normal ;132500
535151160;3;1;0;2;3;3;3;6;535151160;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;1283;0;0;1;6;Typ ;0;NA;Y;0;0;0;0;0;NA   ;20;1283;;;6;Residential Low Density      ;RL     ;535151160;2008/10/24 00:00:00.000000000;WD   ;Normal ;140000
535152010;4;2;0;3;3;3;3;6;535152010;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;CBlock;GasA ;Y;SBrkr;1604;0;0;2;8;Typ ;0;NA;Y;42;0;0;0;0;NA   ;90;1604;;;6;Residential Low Density      ;RL     ;535152010;2010/03/25 00:00:00.000000000;WD   ;Normal ;135000
535152050;3;2;0;3;2;1;2;6;535152050;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;506;PConc ;GasA ;Y;SBrkr;1480;0;0;1;7;Typ ;0;NA;Y;252;73;0;0;0;MnPrv;20;1480;;;6;Residential Low Density      ;RL     ;535152050;2010/02/10 00:00:00.000000000;WD   ;Normal ;214000
535152060;3;1;0;3;3;4;3;6;535152060;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;CBlock;GasA ;Y;SBrkr;1056;0;0;1;6;Typ ;0;NA;Y;0;0;0;0;0;NA   ;20;1056;;;6;Residential Low Density      ;RL     ;535152060;2007/08/19 00:00:00.000000000;WD   ;Normal ;139000
535152070;3;1;0;2;3;3;3;6;535152070;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;128;CBlock;GasA ;Y;SBrkr;1144;0;0;1;6;Typ ;1;TA;Y;86;0;0;0;0;NA   ;80;1144;;;6;Residential Low Density      ;RL     ;535152070;2006/03/11 00:00:00.000000000;WD   ;Normal ;143000
535152130;3;1;0;3;3;3;3;6;535152130;Hip    ;CompShg;MetalSd;MetalSd;BrkFace;150;CBlock;GasA ;Y;SBrkr;1143;0;0;1;6;Typ ;0;NA;Y;0;0;0;0;0;GdPrv;20;1143;;;6;Residential Low Density      ;RL     ;535152130;2010/05/28 00:00:00.000000000;WD   ;Normal ;136000
535152150;4;1;1;3;3;2;2;6;535152150;Hip    ;CompShg;BrkFace;BrkFace;None   ;0;CBlock;GasA ;Y;SBrkr;1700;0;0;1;6;Typ ;1;Gd;Y;0;38;0;0;0;NA   ;20;1700;;;6;Residential Low Density      ;RL     ;535152150;2010/04/22 00:00:00.000000000;WD   ;Normal ;165500
535152200;3;1;0;3;3;3;3;6;535152200;Gable  ;CompShg;Wd Sdng;Wd Sdng;BrkFace;143;CBlock;GasA ;Y;SBrkr;1176;0;0;1;6;Typ ;2;Gd;Y;0;88;0;0;95;NA   ;20;1176;;;6;Residential Low Density      ;RL     ;535152200;2008/05/28 00:00:00.000000000;WD   ;Normal ;136500
535152230;3;1;1;3;3;2;3;6;535152230;Hip    ;CompShg;BrkFace;BrkFace;None   ;0;CBlock;GasA ;Y;SBrkr;1478;0;0;1;6;Typ ;2;Gd;Y;114;0;0;0;216;NA   ;20;1478;;;6;Residential Low Density      ;RL     ;535152230;2009/06/17 00:00:00.000000000;WD   ;Normal ;156500
535152250;3;1;0;2;3;3;3;6;535152250;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;1314;0;0;1;5;Typ ;0;NA;Y;250;0;0;0;0;NA   ;20;1314;;;6;Residential Low Density      ;RL     ;535152250;2010/06/22 00:00:00.000000000;WD   ;Normal ;145000
535152280;3;1;1;3;3;2;3;6;535152280;Gable  ;CompShg;BrkFace;BrkFace;None   ;0;CBlock;GasA ;Y;SBrkr;1364;0;0;1;6;Typ ;1;Gd;Y;0;60;0;0;0;GdPrv;20;1364;;;6;Residential Low Density      ;RL     ;535152280;2006/03/27 00:00:00.000000000;WD   ;Normal ;132000
535153070;3;1;0;3;3;3;3;6;535153070;Hip    ;CompShg;MetalSd;MetalSd;BrkFace;220;CBlock;GasA ;Y;SBrkr;1194;0;0;1;6;Typ ;0;NA;Y;0;0;120;0;0;NA   ;20;1194;;;6;Residential Low Density      ;RL     ;535153070;2010/04/18 00:00:00.000000000;WD   ;Normal ;148000
535153140;2;2;0;3;3;3;2;6;535153140;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;CBlock;GasA ;Y;SBrkr;1440;0;0;1;7;Typ ;0;NA;Y;150;0;0;0;256;NA   ;20;1440;;;6;Residential Low Density      ;RL     ;535153140;2008/06/12 00:00:00.000000000;WD   ;Normal ;185000
535153150;3;1;0;3;3;1;3;6;535153150;Hip    ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;1261;0;0;1;6;Typ ;1;TA;Y;0;0;0;0;288;NA   ;20;1261;;;6;Residential Low Density      ;RL     ;535153150;2008/11/20 00:00:00.000000000;WD   ;Normal ;163000
535154050;3;1;0;3;3;4;3;6;535154050;Hip    ;CompShg;Plywood;Plywood;BrkFace;180;CBlock;GasA ;Y;SBrkr;1188;0;0;1;6;Typ ;0;NA;Y;0;0;0;0;0;MnPrv;20;1188;;;6;Residential Low Density      ;RL     ;535154050;2010/05/12 00:00:00.000000000;COD  ;Abnorml;142000
535154060;3;1;1;3;3;2;3;6;535154060;Gable  ;CompShg;Plywood;Plywood;BrkFace;128;CBlock;GasA ;Y;SBrkr;1329;0;0;1;5;Typ ;2;Gd;Y;0;0;203;0;0;NA   ;20;1329;;;6;Residential Low Density      ;RL     ;535154060;2009/08/28 00:00:00.000000000;WD   ;Normal ;176000
535154080;4;1;1;3;3;2;3;6;535154080;Gable  ;CompShg;MetalSd;MetalSd;BrkFace;243;CBlock;GasA ;Y;SBrkr;1442;0;0;1;7;Typ ;0;NA;Y;0;0;275;0;0;NA   ;20;1442;;;6;Residential Low Density      ;RL     ;535154080;2007/04/11 00:00:00.000000000;COD  ;Normal ;157900
535154130;3;2;0;3;2;3;2;6;535154130;Hip    ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;988;0;0;1;6;Typ ;0;NA;Y;156;0;0;0;0;NA   ;20;988;;;6;Residential Low Density      ;RL     ;535154130;2009/06/28 00:00:00.000000000;WD   ;Normal ;149500
535155110;3;1;0;3;3;3;3;6;535155110;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;CBlock;GasA ;Y;SBrkr;1056;0;0;1;6;Typ ;0;NA;Y;390;0;0;0;0;NA   ;20;1056;;;6;Residential Low Density      ;RL     ;535155110;2007/07/11 00:00:00.000000000;WD   ;Normal ;139400
535175030;3;2;0;3;3;2;3;6;535175030;Hip    ;CompShg;Wd Sdng;Wd Sdng;BrkCmn ;183;CBlock;GasA ;Y;SBrkr;1632;0;0;1;6;Min1;1;Gd;Y;289;0;0;0;0;MnPrv;20;1632;;;6;Residential Low Density      ;RL     ;535175030;2009/04/26 00:00:00.000000000;WD   ;Normal ;139000
535175050;3;1;0;3;3;3;3;6;535175050;Hip    ;CompShg;Wd Sdng;Wd Sdng;BrkFace;176;CBlock;GasA ;Y;FuseA;1215;0;0;1;6;Typ ;0;NA;Y;0;0;0;0;234;NA   ;20;1215;;;6;Residential Low Density      ;RL     ;535175050;2009/06/24 00:00:00.000000000;WD   ;Normal ;155000
535175070;3;1;0;3;3;3;3;6;535175070;Gable  ;CompShg;MetalSd;HdBoard;BrkFace;324;CBlock;GasA ;Y;SBrkr;1264;0;0;1;6;Typ ;2;Gd;Y;0;0;0;0;143;NA   ;20;1264;;;6;Residential Low Density      ;RL     ;535175070;2010/04/24 00:00:00.000000000;WD   ;Normal ;167500
535175180;3;1;0;3;3;4;3;6;535175180;Hip    ;CompShg;MetalSd;MetalSd;BrkFace;91;CBlock;GasA ;Y;SBrkr;1206;0;0;1;6;Typ ;0;NA;Y;0;21;0;0;0;NA   ;20;1206;;;6;Residential Low Density      ;RL     ;535175180;2010/05/18 00:00:00.000000000;WD   ;Normal ;108538
535176050;3;1;1;3;3;3;3;6;535176050;Hip    ;CompShg;Wd Sdng;Wd Sdng;BrkFace;175;CBlock;GasA ;Y;SBrkr;1383;0;0;1;7;Typ ;0;NA;Y;0;45;0;0;0;NA   ;20;1383;;;6;Residential Low Density      ;RL     ;535176050;2006/04/27 00:00:00.000000000;WD   ;Normal ;145250
535176070;3;1;1;3;3;1;3;6;535176070;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;CBlock;GasA ;Y;FuseA;1244;0;0;1;6;Typ ;2;Gd;Y;0;40;0;0;0;NA   ;20;1244;;;6;Residential Low Density      ;RL     ;535176070;2007/05/23 00:00:00.000000000;WD   ;Normal ;150000
535176100;3;1;0;3;3;1;3;6;535176100;Gable  ;CompShg;Wd Sdng;Wd Sdng;BrkFace;187;CBlock;GasA ;Y;SBrkr;1570;0;0;1;5;Typ ;1;TA;Y;490;0;0;0;0;NA   ;20;1570;;;6;Residential Low Density      ;RL     ;535176100;2008/05/11 00:00:00.000000000;WD   ;Normal ;166800
535177020;3;1;0;3;3;3;3;6;535177020;Hip    ;CompShg;HdBoard;HdBoard;BrkCmn ;69;CBlock;GasA ;Y;SBrkr;1144;0;0;1;6;Typ ;1;Gd;Y;0;0;0;0;0;NA   ;20;1144;;;6;Residential Low Density      ;RL     ;535177020;2007/06/24 00:00:00.000000000;WD   ;Normal ;120000
535177100;3;1;1;3;3;1;3;6;535177100;Hip    ;CompShg;Wd Sdng;Wd Sdng;BrkFace;632;CBlock;GasA ;Y;FuseA;1336;0;0;1;7;Typ ;1;TA;Y;80;0;0;0;0;NA   ;20;1336;;;6;Residential Low Density      ;RL     ;535177100;2006/12/25 00:00:00.000000000;WD   ;Normal ;162000
535177110;4;1;0;3;3;2;3;6;535177110;Gable  ;CompShg;Wd Sdng;Wd Sdng;BrkFace;289;CBlock;GasA ;Y;SBrkr;1721;0;0;1;8;Typ ;3;TA;Y;0;0;0;0;0;NA   ;20;1721;;;6;Residential Low Density      ;RL     ;535177110;2007/04/11 00:00:00.000000000;WD   ;Normal ;174850
535178040;3;1;0;3;3;3;3;6;535178040;Gable  ;CompShg;BrkFace;BrkFace;None   ;0;CBlock;GasA ;Y;SBrkr;1202;0;0;1;6;Typ ;0;NA;Y;0;35;120;0;0;GdWo ;20;1202;;;6;Residential Low Density      ;RL     ;535178040;2009/11/17 00:00:00.000000000;COD  ;Abnorml;120000
535178060;2;1;0;3;3;2;3;6;535178060;Gable  ;CompShg;Wd Sdng;Wd Sdng;BrkFace;74;CBlock;GasA ;Y;FuseA;1196;0;0;1;6;Typ ;1;Gd;Y;0;44;0;0;0;NA   ;20;1196;;;6;Residential Low Density      ;RL     ;535178060;2008/05/15 00:00:00.000000000;WD   ;Normal ;139000
535178100;3;1;0;3;3;1;3;6;535178100;Hip    ;CompShg;Wd Sdng;Wd Sdng;BrkFace;272;CBlock;GasA ;Y;SBrkr;1370;0;0;1;6;Typ ;1;TA;Y;191;0;0;0;120;MnPrv;80;1370;;;6;Residential Low Density      ;RL     ;535178100;2006/02/22 00:00:00.000000000;WD   ;Normal ;148000
535178120;3;1;0;3;3;2;2;6;535178120;Gable  ;CompShg;AsbShng;AsbShng;None   ;0;CBlock;GasA ;Y;FuseA;1382;0;0;1;6;Typ ;0;NA;Y;280;0;0;0;0;GdWo ;20;1382;;;6;Residential Low Density      ;RL     ;535178120;2009/07/17 00:00:00.000000000;WD   ;Normal ;153000
535179020;3;1;1;3;3;1;3;6;535179020;Gable  ;CompShg;Wd Sdng;Wd Sdng;Stone  ;432;CBlock;GasA ;Y;SBrkr;1580;0;0;1;6;Typ ;2;Gd;Y;0;28;0;0;160;GdWo ;20;1580;;;6;Residential Low Density      ;RL     ;535179020;2010/06/22 00:00:00.000000000;WD   ;Normal ;159500
535179050;2;1;0;3;3;3;3;6;535179050;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;CBlock;GasA ;Y;FuseA;1092;0;0;1;6;Typ ;1;TA;Y;268;0;0;0;122;MnWw ;20;1092;;;6;Residential Low Density      ;RL     ;535179050;2006/05/27 00:00:00.000000000;WD   ;Normal ;141000
535179060;3;1;1;3;3;3;3;6;535179060;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;387;CBlock;GasA ;Y;FuseA;1392;0;0;1;6;Typ ;2;Gd;Y;0;0;0;0;192;NA   ;20;1392;;;6;Residential Low Density      ;RL     ;535179060;2008/06/17 00:00:00.000000000;WD   ;Normal ;166000
535179120;2;1;0;3;3;3;3;6;535179120;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;CBlock;GasA ;Y;FuseA;922;0;0;1;5;Typ ;0;NA;Y;0;34;0;0;0;GdWo ;20;922;;;6;Residential Low Density      ;RL     ;535179120;2007/04/20 00:00:00.000000000;WD   ;Normal ;116000
535179160;3;1;0;3;3;3;3;6;535179160;Gable  ;CompShg;Plywood;Plywood;None   ;0;CBlock;GasA ;Y;SBrkr;1200;0;0;1;6;Typ ;2;Gd;Y;0;189;140;0;0;NA   ;20;1200;;;6;Residential Low Density      ;RL     ;535179160;2009/11/21 00:00:00.000000000;WD   ;Family ;144000
535180020;3;1;0;3;3;1;3;6;535180020;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;CBlock;GasA ;Y;SBrkr;1124;0;0;1;6;Typ ;1;TA;Y;0;211;180;0;142;NA   ;20;1124;;;6;Residential Low Density      ;RL     ;535180020;2006/05/12 00:00:00.000000000;WD   ;Normal ;153000
535180030;3;1;0;3;3;3;3;6;535180030;Hip    ;CompShg;MetalSd;MetalSd;BrkFace;120;CBlock;GasA ;Y;SBrkr;1048;0;0;1;6;Typ ;0;NA;Y;0;20;0;0;192;NA   ;20;1048;;;6;Residential Low Density      ;RL     ;535180030;2007/06/21 00:00:00.000000000;WD   ;Normal ;135000
535180070;2;1;0;3;3;3;2;6;535180070;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;64;CBlock;GasA ;Y;SBrkr;1236;0;0;1;6;Min1;1;Fa;Y;0;0;0;0;0;MnPrv;20;1236;;;6;Residential Low Density      ;RL     ;535180070;2006/05/24 00:00:00.000000000;WD   ;Normal ;134450
535180100;3;1;0;2;3;2;3;6;535180100;Hip    ;CompShg;MetalSd;MetalSd;BrkFace;135;CBlock;GasA ;Y;SBrkr;1080;0;0;1;5;Typ ;0;NA;Y;0;0;0;0;130;NA   ;20;1080;;;6;Residential Low Density      ;RL     ;535180100;2008/06/10 00:00:00.000000000;WD   ;Normal ;136000
535180120;3;1;0;3;3;2;3;6;535180120;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;1104;0;0;1;5;Typ ;0;NA;Y;0;0;0;0;0;NA   ;20;1104;;;6;Residential Low Density      ;RL     ;535180120;2008/04/17 00:00:00.000000000;WD   ;Normal ;133000
535180130;3;1;0;3;3;3;3;6;535180130;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;FuseA;832;505;0;1;5;Typ ;0;NA;Y;0;0;0;0;0;NA   ;50;1337;;;6;Residential Low Density      ;RL     ;535180130;2010/02/20 00:00:00.000000000;WD   ;Normal ;108000
535181030;3;2;0;3;3;2;3;6;535181030;Gable  ;CompShg;Plywood;Plywood;None   ;0;CBlock;GasA ;Y;SBrkr;1657;0;0;1;7;Typ ;1;TA;Y;0;0;0;0;147;NA   ;20;1657;;;6;Residential Low Density      ;RL     ;535181030;2007/03/21 00:00:00.000000000;WD   ;Normal ;163500
535181140;3;1;0;3;3;3;3;6;535181140;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;CBlock;GasA ;Y;SBrkr;1411;0;0;1;7;Typ ;1;TA;Y;278;82;0;0;0;NA   ;20;1411;;;6;Residential Low Density      ;RL     ;535181140;2007/06/18 00:00:00.000000000;COD  ;Normal ;130000
535300040;3;1;0;3;3;3;3;6;535300040;Hip    ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;1216;0;0;1;5;Typ ;0;NA;Y;0;0;0;0;0;NA   ;20;1216;;;6;Residential Low Density      ;RL     ;535300040;2007/08/26 00:00:00.000000000;WD   ;Normal ;129500
535300120;3;1;0;3;3;3;3;6;535300120;Gable  ;CompShg;Wd Sdng;Wd Sdng;BrkFace;399;CBlock;GasA ;Y;SBrkr;1382;0;0;1;6;Typ ;1;TA;Y;0;0;252;0;0;GdWo ;80;1382;;;6;Residential Low Density      ;RL     ;535300120;2009/05/21 00:00:00.000000000;WD   ;Normal ;176000
535301010;2;1;0;3;3;3;3;6;535301010;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;943;0;0;1;4;Typ ;2;TA;Y;42;0;0;0;0;NA   ;90;943;;;6;Residential Low Density      ;RL     ;535301010;2006/12/28 00:00:00.000000000;WD   ;Normal ;135960
535301060;3;1;1;1;3;2;1;6;535301060;Gable  ;CompShg;VinylSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;1154;0;0;1;6;Typ ;0;NA;Y;63;0;0;0;0;NA   ;20;1154;;;6;Residential Low Density      ;RL     ;535301060;2007/07/23 00:00:00.000000000;WD   ;Normal ;142000
535301080;2;1;0;3;3;1;2;6;535301080;Gable  ;CompShg;MetalSd;MetalSd;Stone  ;52;CBlock;GasA ;Y;FuseA;882;0;0;1;4;Typ ;0;NA;Y;0;0;0;0;0;MnPrv;20;882;;;6;Residential Low Density      ;RL     ;535301080;2008/05/20 00:00:00.000000000;WD   ;Normal ;116000
535301150;3;1;0;2;3;1;2;6;535301150;Hip    ;CompShg;Wd Sdng;Wd Sdng;BrkFace;176;CBlock;GasA ;Y;SBrkr;1050;0;0;1;6;Typ ;0;NA;Y;0;0;0;0;0;NA   ;20;1050;;;6;Residential Low Density      ;RL     ;535301150;2006/06/19 00:00:00.000000000;WD   ;Abnorml;156000
535301160;4;2;0;3;3;3;3;6;535301160;Hip    ;CompShg;Wd Sdng;Wd Sdng;Stone  ;260;CBlock;GasA ;Y;SBrkr;1560;0;0;2;8;Typ ;0;NA;Y;0;0;0;0;0;NA   ;90;1560;;;6;Residential Low Density      ;RL     ;535301160;2007/12/28 00:00:00.000000000;WD   ;Normal ;128600
535301170;3;1;0;3;3;2;3;6;535301170;Hip    ;CompShg;Wd Sdng;Wd Sdng;BrkFace;650;CBlock;GasA ;Y;SBrkr;1297;0;0;1;5;Typ ;1;TA;Y;0;0;0;0;0;NA   ;20;1297;;;6;Residential Low Density      ;RL     ;535301170;2009/10/12 00:00:00.000000000;WD   ;Normal ;153000
535302070;2;1;0;3;3;3;3;6;535302070;Hip    ;CompShg;Wd Sdng;Wd Sdng;None   ;0;CBlock;GasA ;Y;SBrkr;948;0;0;1;5;Typ ;0;NA;N;0;48;0;0;0;NA   ;20;948;;;6;Residential Low Density      ;RL     ;535302070;2007/04/21 00:00:00.000000000;WD   ;Normal ;125000
535302080;2;1;0;3;3;3;4;6;535302080;Gable  ;CompShg;WdShing;Wd Shng;None   ;0;CBlock;GasA ;Y;SBrkr;1064;0;0;1;4;Typ ;0;NA;Y;0;0;0;0;0;NA   ;20;1064;;;6;Residential Low Density      ;RL     ;535302080;2010/05/15 00:00:00.000000000;WD   ;Normal ;135000
535302120;4;2;0;3;3;1;3;6;535302120;Hip    ;CompShg;Wd Sdng;Wd Sdng;BrkFace;657;PConc ;GasA ;Y;SBrkr;1866;0;0;2;8;Typ ;0;NA;Y;0;0;0;0;0;NA   ;90;1866;;;6;Residential Low Density      ;RL     ;535302120;2009/12/26 00:00:00.000000000;WD   ;Normal ;135000
535302130;3;1;1;3;3;3;3;6;535302130;Gable  ;CompShg;MetalSd;MetalSd;BrkFace;84;CBlock;GasA ;Y;SBrkr;1152;0;0;1;6;Typ ;0;NA;Y;0;0;0;0;0;NA   ;20;1152;;;6;Residential Low Density      ;RL     ;535302130;2008/05/19 00:00:00.000000000;WD   ;Normal ;137500
535302140;2;1;0;3;3;3;3;6;535302140;Hip    ;CompShg;MetalSd;MetalSd;None   ;0;PConc ;GasW ;N;SBrkr;950;0;0;1;5;Typ ;0;NA;Y;0;32;0;0;0;GdWo ;20;950;;;6;Residential Low Density      ;RL     ;535302140;2008/07/15 00:00:00.000000000;WD   ;Normal ;130000
535302200;3;1;0;2;3;3;3;6;535302200;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;972;0;0;1;5;Typ ;0;NA;Y;0;0;205;0;0;GdWo ;20;972;;;6;Residential Low Density      ;RL     ;535302200;2010/06/18 00:00:00.000000000;WD   ;Normal ;122500
535303030;3;2;0;3;3;3;3;6;535303030;Gable  ;CompShg;Plywood;Plywood;BrkFace;360;CBlock;GasA ;Y;SBrkr;1790;0;0;1;6;Typ ;2;Gd;Y;0;40;0;0;0;NA   ;20;1790;;;6;Residential Low Density      ;RL     ;535303030;2008/09/28 00:00:00.000000000;WD   ;Normal ;180000
535303050;2;1;0;3;3;1;3;6;535303050;Hip    ;CompShg;Wd Sdng;BrkFace;None   ;0;CBlock;GasA ;Y;SBrkr;1375;0;0;1;5;Typ ;1;TA;Y;0;30;0;0;0;NA   ;20;1375;;;6;Residential Low Density      ;RL     ;535303050;2006/06/12 00:00:00.000000000;WD   ;Normal ;140000
535303110;3;1;0;3;3;2;3;6;535303110;Hip    ;CompShg;MetalSd;MetalSd;BrkFace;80;CBlock;GasA ;Y;SBrkr;1062;0;0;1;6;Typ ;0;NA;Y;0;0;0;0;0;NA   ;20;1062;;;6;Residential Low Density      ;RL     ;535303110;2009/02/26 00:00:00.000000000;WD   ;Normal ;131000
535303150;3;1;0;3;3;3;3;6;535303150;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;PConc ;GasA ;Y;SBrkr;1319;0;0;1;5;Min2;0;NA;Y;66;0;0;0;0;GdWo ;20;1319;;;6;Residential Low Density      ;RL     ;535303150;2009/11/11 00:00:00.000000000;WD   ;Normal ;123000
535304020;2;1;0;3;3;1;3;6;535304020;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;FuseA;1008;0;0;1;4;Typ ;0;NA;Y;0;154;0;0;0;MnPrv;20;1008;;;6;Residential Low Density      ;RL     ;535304020;2006/01/16 00:00:00.000000000;WD   ;Normal ;139500
535304060;2;1;0;3;3;3;3;6;535304060;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;988;0;0;1;5;Typ ;0;NA;Y;0;0;0;0;0;NA   ;190;988;;;6;Residential Low Density      ;RL     ;535304060;2010/04/21 00:00:00.000000000;WD   ;Abnorml;119000
535304100;2;1;0;3;3;3;3;6;535304100;Hip    ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;FuseA;1112;0;0;1;5;Typ ;0;NA;Y;0;0;0;0;255;NA   ;20;1112;;;6;Residential Low Density      ;RL     ;535304100;2009/10/11 00:00:00.000000000;WD   ;Normal ;126000
535304170;3;1;0;3;3;3;3;6;535304170;Hip    ;CompShg;Wd Sdng;Wd Sdng;None   ;0;CBlock;GasA ;Y;FuseF;1040;0;0;1;6;Typ ;0;NA;Y;0;0;0;0;0;MnPrv;20;1040;;;6;Residential Low Density      ;RL     ;535304170;2007/06/11 00:00:00.000000000;WD   ;Normal ;136000
535304180;3;1;0;2;3;3;2;6;535304180;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;CBlock;GasA ;Y;SBrkr;1057;0;0;1;5;Typ ;0;NA;Y;0;52;0;0;0;NA   ;20;1057;;;6;Residential Low Density      ;RL     ;535304180;2010/01/20 00:00:00.000000000;WD   ;Abnorml;109000
535305030;2;1;0;3;3;3;3;6;535305030;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;CBlock;GasA ;Y;SBrkr;952;0;0;1;4;Typ ;0;NA;Y;0;0;0;0;0;NA   ;20;952;;;6;Residential Low Density      ;RL     ;535305030;2008/06/28 00:00:00.000000000;COD  ;Abnorml;139000
535305120;2;1;1;3;3;3;2;6;535305120;Hip    ;CompShg;Wd Sdng;Wd Sdng;BrkFace;522;CBlock;GasA ;Y;SBrkr;1575;0;0;1;5;Typ ;1;Gd;Y;0;0;0;0;0;NA   ;20;1575;;;6;Residential Low Density      ;RL     ;535305120;2006/06/22 00:00:00.000000000;WD   ;Normal ;155000
535305160;2;1;0;3;3;2;3;6;535305160;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;CBlock;GasA ;Y;SBrkr;773;0;0;1;4;Typ ;0;NA;Y;0;0;0;0;0;NA   ;20;773;;;6;Residential Low Density      ;RL     ;535305160;2008/04/14 00:00:00.000000000;WD   ;Abnorml;110000
